# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v2.7 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-08-09T00:00:00.0
# Date end (ISO 8601): 2016-08-11T00:00:00.0
# Latitude (positive North, ISO 19115): 1.3400
# Longitude (positive East, ISO 19115): 103.6800
# Altitude (m): 29.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-08-10T11:22:00.0/2016-08-10T11:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:23:00.0/2016-08-10T11:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:24:00.0/2016-08-10T11:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:25:00.0/2016-08-10T11:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:26:00.0/2016-08-10T11:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:27:00.0/2016-08-10T11:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:28:00.0/2016-08-10T11:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:29:00.0/2016-08-10T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:30:00.0/2016-08-10T11:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:31:00.0/2016-08-10T11:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:32:00.0/2016-08-10T11:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:33:00.0/2016-08-10T11:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:34:00.0/2016-08-10T11:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:35:00.0/2016-08-10T11:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:36:00.0/2016-08-10T11:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:37:00.0/2016-08-10T11:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:38:00.0/2016-08-10T11:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:39:00.0/2016-08-10T11:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:40:00.0/2016-08-10T11:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:41:00.0/2016-08-10T11:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:42:00.0/2016-08-10T11:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:43:00.0/2016-08-10T11:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:44:00.0/2016-08-10T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:45:00.0/2016-08-10T11:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:46:00.0/2016-08-10T11:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:47:00.0/2016-08-10T11:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:48:00.0/2016-08-10T11:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:49:00.0/2016-08-10T11:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:50:00.0/2016-08-10T11:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:51:00.0/2016-08-10T11:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:52:00.0/2016-08-10T11:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:53:00.0/2016-08-10T11:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:54:00.0/2016-08-10T11:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:55:00.0/2016-08-10T11:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:56:00.0/2016-08-10T11:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:57:00.0/2016-08-10T11:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:58:00.0/2016-08-10T11:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T11:59:00.0/2016-08-10T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:00:00.0/2016-08-10T12:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:01:00.0/2016-08-10T12:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:02:00.0/2016-08-10T12:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:03:00.0/2016-08-10T12:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:04:00.0/2016-08-10T12:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:05:00.0/2016-08-10T12:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:06:00.0/2016-08-10T12:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:07:00.0/2016-08-10T12:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:08:00.0/2016-08-10T12:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:09:00.0/2016-08-10T12:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:10:00.0/2016-08-10T12:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:11:00.0/2016-08-10T12:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:12:00.0/2016-08-10T12:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:13:00.0/2016-08-10T12:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:14:00.0/2016-08-10T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:15:00.0/2016-08-10T12:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:16:00.0/2016-08-10T12:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:17:00.0/2016-08-10T12:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:18:00.0/2016-08-10T12:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:19:00.0/2016-08-10T12:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:20:00.0/2016-08-10T12:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:21:00.0/2016-08-10T12:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:22:00.0/2016-08-10T12:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:23:00.0/2016-08-10T12:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:24:00.0/2016-08-10T12:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:25:00.0/2016-08-10T12:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:26:00.0/2016-08-10T12:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:27:00.0/2016-08-10T12:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:28:00.0/2016-08-10T12:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:29:00.0/2016-08-10T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:30:00.0/2016-08-10T12:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:31:00.0/2016-08-10T12:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:32:00.0/2016-08-10T12:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:33:00.0/2016-08-10T12:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:34:00.0/2016-08-10T12:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:35:00.0/2016-08-10T12:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:36:00.0/2016-08-10T12:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:37:00.0/2016-08-10T12:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:38:00.0/2016-08-10T12:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:39:00.0/2016-08-10T12:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:40:00.0/2016-08-10T12:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:41:00.0/2016-08-10T12:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:42:00.0/2016-08-10T12:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:43:00.0/2016-08-10T12:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:44:00.0/2016-08-10T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:45:00.0/2016-08-10T12:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:46:00.0/2016-08-10T12:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:47:00.0/2016-08-10T12:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:48:00.0/2016-08-10T12:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:49:00.0/2016-08-10T12:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:50:00.0/2016-08-10T12:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:51:00.0/2016-08-10T12:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:52:00.0/2016-08-10T12:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:53:00.0/2016-08-10T12:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:54:00.0/2016-08-10T12:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:55:00.0/2016-08-10T12:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:56:00.0/2016-08-10T12:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:57:00.0/2016-08-10T12:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:58:00.0/2016-08-10T12:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T12:59:00.0/2016-08-10T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:00:00.0/2016-08-10T13:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:01:00.0/2016-08-10T13:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:02:00.0/2016-08-10T13:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:03:00.0/2016-08-10T13:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:04:00.0/2016-08-10T13:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:05:00.0/2016-08-10T13:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:06:00.0/2016-08-10T13:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:07:00.0/2016-08-10T13:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:08:00.0/2016-08-10T13:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:09:00.0/2016-08-10T13:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:10:00.0/2016-08-10T13:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:11:00.0/2016-08-10T13:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:12:00.0/2016-08-10T13:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:13:00.0/2016-08-10T13:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:14:00.0/2016-08-10T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:15:00.0/2016-08-10T13:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:16:00.0/2016-08-10T13:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:17:00.0/2016-08-10T13:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:18:00.0/2016-08-10T13:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:19:00.0/2016-08-10T13:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:20:00.0/2016-08-10T13:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:21:00.0/2016-08-10T13:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:22:00.0/2016-08-10T13:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:23:00.0/2016-08-10T13:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:24:00.0/2016-08-10T13:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:25:00.0/2016-08-10T13:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:26:00.0/2016-08-10T13:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:27:00.0/2016-08-10T13:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:28:00.0/2016-08-10T13:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:29:00.0/2016-08-10T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:30:00.0/2016-08-10T13:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:31:00.0/2016-08-10T13:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:32:00.0/2016-08-10T13:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:33:00.0/2016-08-10T13:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:34:00.0/2016-08-10T13:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:35:00.0/2016-08-10T13:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:36:00.0/2016-08-10T13:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:37:00.0/2016-08-10T13:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:38:00.0/2016-08-10T13:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:39:00.0/2016-08-10T13:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:40:00.0/2016-08-10T13:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:41:00.0/2016-08-10T13:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:42:00.0/2016-08-10T13:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:43:00.0/2016-08-10T13:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:44:00.0/2016-08-10T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:45:00.0/2016-08-10T13:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:46:00.0/2016-08-10T13:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:47:00.0/2016-08-10T13:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:48:00.0/2016-08-10T13:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:49:00.0/2016-08-10T13:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:50:00.0/2016-08-10T13:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:51:00.0/2016-08-10T13:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:52:00.0/2016-08-10T13:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:53:00.0/2016-08-10T13:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:54:00.0/2016-08-10T13:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:55:00.0/2016-08-10T13:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:56:00.0/2016-08-10T13:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:57:00.0/2016-08-10T13:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:58:00.0/2016-08-10T13:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T13:59:00.0/2016-08-10T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:00:00.0/2016-08-10T14:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:01:00.0/2016-08-10T14:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:02:00.0/2016-08-10T14:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:03:00.0/2016-08-10T14:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:04:00.0/2016-08-10T14:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:05:00.0/2016-08-10T14:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:06:00.0/2016-08-10T14:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:07:00.0/2016-08-10T14:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:08:00.0/2016-08-10T14:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:09:00.0/2016-08-10T14:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:10:00.0/2016-08-10T14:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:11:00.0/2016-08-10T14:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:12:00.0/2016-08-10T14:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:13:00.0/2016-08-10T14:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:14:00.0/2016-08-10T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:15:00.0/2016-08-10T14:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:16:00.0/2016-08-10T14:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:17:00.0/2016-08-10T14:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:18:00.0/2016-08-10T14:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:19:00.0/2016-08-10T14:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:20:00.0/2016-08-10T14:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:21:00.0/2016-08-10T14:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:22:00.0/2016-08-10T14:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:23:00.0/2016-08-10T14:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:24:00.0/2016-08-10T14:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:25:00.0/2016-08-10T14:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:26:00.0/2016-08-10T14:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:27:00.0/2016-08-10T14:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:28:00.0/2016-08-10T14:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:29:00.0/2016-08-10T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:30:00.0/2016-08-10T14:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:31:00.0/2016-08-10T14:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:32:00.0/2016-08-10T14:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:33:00.0/2016-08-10T14:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:34:00.0/2016-08-10T14:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:35:00.0/2016-08-10T14:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:36:00.0/2016-08-10T14:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:37:00.0/2016-08-10T14:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:38:00.0/2016-08-10T14:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:39:00.0/2016-08-10T14:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:40:00.0/2016-08-10T14:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:41:00.0/2016-08-10T14:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:42:00.0/2016-08-10T14:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:43:00.0/2016-08-10T14:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:44:00.0/2016-08-10T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:45:00.0/2016-08-10T14:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:46:00.0/2016-08-10T14:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:47:00.0/2016-08-10T14:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:48:00.0/2016-08-10T14:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:49:00.0/2016-08-10T14:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:50:00.0/2016-08-10T14:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:51:00.0/2016-08-10T14:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:52:00.0/2016-08-10T14:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:53:00.0/2016-08-10T14:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:54:00.0/2016-08-10T14:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:55:00.0/2016-08-10T14:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:56:00.0/2016-08-10T14:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:57:00.0/2016-08-10T14:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:58:00.0/2016-08-10T14:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T14:59:00.0/2016-08-10T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:00:00.0/2016-08-10T15:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:01:00.0/2016-08-10T15:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:02:00.0/2016-08-10T15:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:03:00.0/2016-08-10T15:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:04:00.0/2016-08-10T15:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:05:00.0/2016-08-10T15:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:06:00.0/2016-08-10T15:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:07:00.0/2016-08-10T15:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:08:00.0/2016-08-10T15:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:09:00.0/2016-08-10T15:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:10:00.0/2016-08-10T15:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:11:00.0/2016-08-10T15:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:12:00.0/2016-08-10T15:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:13:00.0/2016-08-10T15:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:14:00.0/2016-08-10T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:15:00.0/2016-08-10T15:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:16:00.0/2016-08-10T15:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-08-10T15:17:00.0/2016-08-10T15:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
